TRN DATE,TRN/TYPE AND DESCRIPTION,C/V/DATE,DEBIT,CREDIT,BALANCE
05/07/2025,"PIAPP, OWN BANK POULTRY CHECKS. A/C: 138*""***""*908, M/S RANGDHONU POULTRY FEED AND MEDICINE. Trx.ID 2025070505-2",05/07/2025,,"200,000.00","774,359.00"
05/07/2025,"PIAPP, OWN BANK FOURTEEN THOUSAND. A/C: 372*""***""*000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025070505-2-818599 OL 1",05/07/2025,,"14,000.00","788,359.00"
05/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 281*""***""*207, M/S AYMONA POULTRY FEED & CHICKS. Trx.ID 2025070505-2-854578 OL 1",05/07/2025,,"32,000.00","820,359.00"
05/07/2025,"PIAPP, OWN BANK 01818214227. A/C: 484*-***-**240, SATATA ENTERPRISE. Trx.ID 2025070505-2-855140 OL 1",05/07/2025,,"60,000.00","880,359.00"
05/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 019*-***-**880, M/S BUSHRA TRADERS. Trx.ID 2025070505-2-880643 OL 1",05/07/2025,,"32,000.00","912,359.00"
05/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*-***-**576, MASRURA POULTRY FEED. Trx.ID 2025070505-2-887752 OL 1",05/07/2025,,"115,600.00","1,027,959.00"
05/07/2025,"PIAPP, OWN BANK BACHA. A/C: 463*-***-***813, M/S SHAH POULTRY FEED AND MEDICINE. Trx.ID 2025070505-2-906637 OL 1",05/07/2025,,"23,000.00","1,050,959.00"
05/07/2025,"PIAPP, OWN BANK 144. A/C: 372*-***-***491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025070505-2-908045 OL 1",05/07/2025,,"15,000.00","1,065,959.00"
05/07/2025,"PIAPP, OWN BANK CASH. A/C: 463*-***-***298, REKHA VETERINARY CORNER. Trx.ID 2025070505-2-915102 OL 1",05/07/2025,,"20,000.00","1,085,959.00"
05/07/2025,"PIAPP, OWN BANK CHICK PURCHESS. A/C: 473*-***-***437, M/S HOWLADAR POULTRY FEEDS. Trx.ID 2025070505-2-980681 OL 1",05/07/2025,,"10,120.00","1,096,079.00"
05/07/2025,"PIAPP, OWN BANK CHICK PURCHESS. A/C: 473*-***-***437, M/S HOWLADAR POULTRY FEEDS. Trx.ID 2025070505-2-999803 OL 1",05/07/2025,,"17,600.00","1,113,679.00"
05/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*-***-***683, M/S, ENAM TRADERS. Trx.ID 2025070505-2-1034408 OL 1",05/07/2025,,"30,000.00","1,143,679.00"
05/07/2025,"PIAPP, OWN BANK SAYFUL. A/C: 140*-***-**594, RAKIB POULTRY PRODUCTS. Trx.ID 2025070505-2-1049404 OL 1",05/07/2025,,"80,000.00","1,223,679.00"
07/07/2025,"PIAPP, OWN BANK MA BABAR DOA POULTRY JAMAL PUR NANDI. A/C: 407*-***-***421, MA BABAR DOWA POULTRY & FISH FEED. Trx.ID",07/07/2025,,"10,500.00","1,234,179.00"
07/07/2025,"PIAPP, OWN BANK FEED. A/C: 139*-***-***698, G. K. DAIRY & AGRO. Trx.ID 2025070706-2-170792 OL 1",07/07/2025,,"111,200.00","1,345,379.00"
07/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049*-***-**957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025070706-2-180747 OL 1",07/07/2025,,"29,700.00","1,375,079.00"
07/07/2025,"PIAPP, OWN BANK ISLAMIC PULTY FEED. A/C: 465*-***-***776, ISLAMIC POULTRY FEED. Trx.ID 2025070706-2-206792 OL 1",07/07/2025,,"15,000.00","1,390,079.00"
07/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 326*-***-**067, M/S KHOKON TRADERS. Trx.ID 2025070706-2-215265 OL 1",07/07/2025,,"24,000.00","1,414,079.00"
07/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 326*-***-**067, M/S KHOKON TRADERS. Trx.ID 2025070706-2-235710 OL 1",07/07/2025,,"7,200.00","1,421,279.00"
07/07/2025,"PIAPP, OWN BANK NUR PTY CHIT209 CHICKS TK. A/C: 197*-***-**031, M/S NUR POULTRY FEED & CHICKS CENTER. Trx.ID 2025070706-2-",07/07/2025,,"28,000.00","1,449,279.00"
07/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 201*-***-***256, M/S TAHSIN POULTRY FEED AND MEDICINE. Trx.ID 2025070706-2-244324",07/07/2025,,"43,200.00","1,492,479.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS PURPOSE. A/C: 153*-***-***976, TAREQ POULTRY FIRM AND FEED. Trx.ID 2025070706-2-313430 OL 1",07/07/2025,,"60,000.00","1,552,479.00"
07/07/2025,"PIAPP, OWN BANK LAYER CHICKS. A/C: 463*-**298, REKHA VETERINARY CORNER. Trx.ID 2025070706-2-317522 OL 1",07/07/2025,,"20,000.00","1,572,479.00"
07/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*-**298, REKHA VETERINARY CORNER. Trx.ID 2025070706-2-319195 OL 1",07/07/2025,,"20,000.00","1,592,479.00"
07/07/2025,"PIAPP, OWN BANK 144. A/C: 372*-***-***491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025070706-2-349477 OL 1",07/07/2025,,"10,000.00","1,602,479.00"
07/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*-***-**576, MASRURA POULTRY FEED. Trx.ID 2025070706-2-371200 OL 1",07/07/2025,,"16,000.00","1,618,479.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 495*-***-**358, M/S LOVANA POULTRY FEED. Trx.ID 2025070706-2-471856 OL 1",07/07/2025,,"29,400.00","1,647,879.00"
07/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*""***""716, M/S ALAK TRADERS. Trx.ID 2025070707-2-598450 OL 1",07/07/2025,,"5,760.00","1,653,639.00"
07/07/2025,"4014-901-9573 M/S MRIDHA POUL, NALCITY BRANCH OL 1",07/07/2025,,"500,000.00","2,153,639.00"
07/07/2025,"3051-909-0, RUPATOLI BRANCH OL 1",07/07/2025,,"91,000.00","2,244,639.00"
07/07/2025,"374-901-57576 DAS POULTRY COR, BARISAL BRANCH OL 1",07/07/2025,,"50,000.00","2,294,639.00"
07/07/2025,"3799-901-5301 M/S MOHONA POUL, BENAPOLE BRANCH OL 1",07/07/2025,,"50,000.00","2,344,639.00"
07/07/2025,"2412-901-18329 M/S YEASIN ENTE, DAULATPUR BRANCH OL 1",07/07/2025,,"10,800.00","2,355,439.00"
07/07/2025,"PIAPP, OWN BANK KAJI. A/C: 405*""***""530, M/S MODINA POULTRY FARM AND FISHARIES. Trx.ID 2025070707-2-638814 OL 1",07/07/2025,,"9,600.00","2,365,039.00"
07/07/2025,"2568-909-0, BANGODDA BAZAR BRANCH OL 1",07/07/2025,,"8,800.00","2,373,839.00"
07/07/2025,"PIAPP, OWN BANK DDDDD. A/C: 487*""***""036, MAISHA POULTRY FEED. Trx.ID 2025070707-2-646845 OL 1",07/07/2025,,"35,000.00","2,408,839.00"
07/07/2025,"PIAPP, OWN BANK CHIKS. A/C: 058*""***""896, M/S MOHON TRADERS. Trx.ID 2025070707-2-658150 OL 1",07/07/2025,,"50,000.00","2,458,839.00"
07/07/2025,"PIAPP, OWN BANK MAWA. A/C: 406*""***""884, M/S MAWA POULTRY CHICKS & FEED CENTRE. Trx.ID 2025070707-2-669178 OL 1",07/07/2025,,"80,000.00","2,538,839.00"
07/07/2025,"1621-901-37211 TAJIM ENTERPRIS, NETROKONA BRANCH OL 1",07/07/2025,,"100,000.00","2,638,839.00"
07/07/2025,"581-102-750 OBONI POULTRY F, BHERAMARA BRANCH OL 1",07/07/2025,,"100,000.00","2,738,839.00"
07/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*""***""023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025070707-2-703395",07/07/2025,,"14,350.00","2,753,189.00"
07/07/2025,"PIAPP, OWN BANK CHICK. A/C: 207*""***""497, M/S ANIS POULTRY AND FISH FEED. Trx.ID 2025070707-2-708301 OL 1",07/07/2025,,"19,800.00","2,772,989.00"
07/07/2025,"374-909-0, BARISAL BRANCH OL 1",07/07/2025,,"30,000.00","2,802,989.00"
07/07/2025,"4993-909-0, BSCIC BRANCH OL 1",07/07/2025,,"11,000.00","2,813,989.00"
07/07/2025,"4725-102-85 M/S RONGDHANU P, RAIPURA BRANCH OL 1",07/07/2025,,"500,000.00","3,313,989.00"
07/07/2025,"1979-901-14929 M/S RAJU POULTR, NAZIRHAT BRANCH (RAJU POULTRY COMPLEX CD-14929) OL 1",07/07/2025,,"32,480.00","3,346,469.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 397*""***""467, M/S J R POULTRY FARM. Trx.ID 2025070707-2-752468 OL 1",07/07/2025,,"20,000.00","3,366,469.00"
07/07/2025,"1051-102-483 M/S JANONI POUL, RAJAPUR BRANCH (KAWKHALI (1051102000483)) OL 1",07/07/2025,,"52,200.00","3,418,669.00"
07/07/2025,"4951-909-0, FULBARIA BRANCH OL 1",07/07/2025,,"32,000.00","3,450,669.00"
07/07/2025,"1181-901-15460 FULECHA POULTR, NABIGONJ BRANCH OL 1",07/07/2025,,"14,400.00","3,465,069.00"
07/07/2025,"PIAPP, OWN BANK NIJAM. A/C: 192*""***""434, JANNAT POULTRY FEED & CHICKS CENTER. Trx.ID 2025070707-2-756270 OL 1",07/07/2025,,"40,000.00","3,505,069.00"
07/07/2025,"PIAPP, OWN BANK KAZI FARMS LTD. A/C: 174*""***""*047, AKBAR ENTERPRISE. Trx.ID 2025070707-2-761563 OL 1",07/07/2025,,"18,000.00","3,523,069.00"
07/07/2025,"PIAPP, OWN BANK CKESS. A/C: 018*""***""*291, BROTHERS ENTERPRISE. Trx.ID 2025070707-2-763158 OL 1",07/07/2025,,"100,000.00","3,623,069.00"
07/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",07/07/2025,,"75,000.00","3,698,069.00"
07/07/2025,"4240-901-819 RUPALI POULTRY, RAJAR BAZAR BRANCH OL 1",07/07/2025,,"150,000.00","3,848,069.00"
07/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 495*""***""*125, M/S AMBIA ENTERPRISE. Trx.ID 2025070707-2-768773 OL 1",07/07/2025,,"11,200.00","3,859,269.00"
07/07/2025,"573-909-0, MIRERDANGA BRANCH OL 1",07/07/2025,,"30,000.00","3,889,269.00"
07/07/2025,"4630-901-6700 M/S FARHAN POUL, BELABO BRANCH OL 1",07/07/2025,,"150,000.00","4,039,269.00"
07/07/2025,"1292-901-24395 MUNNI POULTRY F, KULAURA BRANCH OL 1",07/07/2025,,"10,880.00","4,050,149.00"
07/07/2025,"1682-901-23924 M/S MAA POULTRY, MADAN BRANCH OL 1",07/07/2025,,"50,000.00","4,100,149.00"
07/07/2025,"4630-901-7417 SHADHIN POULTRY, BELABO BRANCH OL 1",07/07/2025,,"100,000.00","4,200,149.00"
07/07/2025,"504-901-20145 M/S EMU TRADERS, JAMALGONJ BRANCH OL 1",07/07/2025,,"21,500.00","4,221,649.00"
07/07/2025,"PIAPP, OWN BANK NUR. A/C: 204*""***""*675, M/S NUR ENTERPRISE. Trx.ID 2025070707-2-805366 OL 1",07/07/2025,,"2,250.00","4,223,899.00"
07/07/2025,"PIAPP, OWN BANK BINTI. A/C: 202*""***""*710, M/S BINTI TRADERS. Trx.ID 2025070707-2-806607 OL 1",07/07/2025,,"20,000.00","4,243,899.00"
07/07/2025,"2022-901-19710 M/S BINTI TRADE, PARK ROAD BRANCH (2022901019170) OL 1",07/07/2025,,"50,000.00","4,293,899.00"
07/07/2025,"4924-901-12060 ALIF POULTRY &, MONIRAMPUR BRANCH (CD-12060) OL 1",07/07/2025,,"90,000.00","4,383,899.00"
07/07/2025,"2178-909-0, THAKURGAON ROAD BRANCH OL 1",07/07/2025,,"11,000.00","4,394,899.00"
07/07/2025,"4630-901-479 M/S. ATHAI POU, BELABO BRANCH OL 1",07/07/2025,,"18,000.00","4,412,899.00"
07/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*""***""*716, M/S ALAK TRADERS. Trx.ID 2025070707-2-816740 OL 1",07/07/2025,,"19,000.00","4,431,899.00"
07/07/2025,"4985-901-2093 M/S ANNYE ENTER, BHULTA BRANCH OL 1",07/07/2025,,"21,000.00","4,452,899.00"
07/07/2025,"203-999-0, BOGURA (ISLAMIC) BRANCH 939-901-41774 KAZI FARMS LIMI OL 1",07/07/2025,,"200,000.00","4,652,899.00"
07/07/2025,INTERBANK FUND TRANSFER NRB COMMERCIAL BANK LIMITED 511233300003209 0,07/07/2025,,"50,000.00","4,702,899.00"
07/07/2025,"1016-909-0, UKHIYA BRANCH (A GAFUR) OL 1",07/07/2025,,"260,000.00","4,962,899.00"
07/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",07/07/2025,,"18,200.00","4,981,099.00"
07/07/2025,"3330-909-0, BAKULTALA BRANCH OL 1",07/07/2025,,"40,000.00","5,021,099.00"
07/07/2025,"191-909-0, JOYPURHAT BRANCH OL 1",07/07/2025,,"20,000.00","5,041,099.00"
07/07/2025,"PIAPP, OWN BANK DIM GOR. A/C: 516*---*---*---538, M/S LALMOHAN DIM GHOR. Trx.ID 2025070707-2-832729 OL 1",07/07/2025,,"46,000.00","5,087,099.00"
07/07/2025,"1138-901-23943 M/S MA-MONI POU, KALAIYA BANDAR BRANCH OL 1",07/07/2025,,"80,000.00","5,167,099.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 149*---*---*---*---010, M/S NURUL TRADERS. Trx.ID 2025070707-2-833057 OL 1",07/07/2025,,"5,000.00","5,172,099.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 469*---*---*---*---956, M/S APON ENTERPRISE. Trx.ID 2025070707-2-836472 OL 1",07/07/2025,,"50,000.00","5,222,099.00"
07/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 142*---*---*---*---405, M/S FEED CENTER. Trx.ID 2025070707-2-836490 OL 1",07/07/2025,,"40,000.00","5,262,099.00"
07/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",07/07/2025,,"43,000.00","5,305,099.00"
07/07/2025,"3669-909-0, NOAPARA BAZAR BRANCH OL 1",07/07/2025,,"4,200.00","5,309,299.00"
07/07/2025,"2308-901-3220 ANWAR POULTRY A, CHHAGALNAIYA BRANCH OL 1",07/07/2025,,"100,000.00","5,409,299.00"
07/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",07/07/2025,,"15,000.00","5,424,299.00"
07/07/2025,"1987-901-8002 M/S AJMIR POULT, BIBIRHAT BRANCH OL 1",07/07/2025,,"17,000.00","5,441,299.00"
07/07/2025,"PIAPP, OWN BANK SYLH087. A/C: 356*---*---*---*---801, NAZAT AGRO. Trx.ID 2025070707-2-844394 OL 1",07/07/2025,,"8,000.00","5,449,299.00"
07/07/2025,"PIAPP, OWN BANK MAA ENTERPRISE. A/C: 223*---*---*---*---044, MAA ENTERPRISE. Trx.ID 2025070707-2-844522 OL 1",07/07/2025,,"30,000.00","5,479,299.00"
07/07/2025,"2852-901-44011 M/S SIFAT ENTER, SHAIKHPARA BAZA BRANCH OL 1",07/07/2025,,"500,000.00","5,979,299.00"
07/07/2025,"4940-901-7936 M/S TAHSIN TABA, KUMARKHALI BRANCH OL 1",07/07/2025,,"20,000.00","5,999,299.00"
07/07/2025,"1406-901-12901 M/S ORIN TRADER, GOALABAZAR BRANCH OL 1",07/07/2025,,"200,000.00","6,199,299.00"
07/07/2025,"183-909-0, DAULATGONJ BRANCH OL 1",07/07/2025,,"18,720.00","6,218,019.00"
07/07/2025,2600-901-15730 SOHEL POULTRY LOHAGARA BRANCH (FROM CD-15730) OL 1,07/07/2025,,"300,000.00","6,518,019.00"
07/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",07/07/2025,,"20,000.00","6,538,019.00"
07/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*---*---*---*---720, ANISHA POULTRY PRODUCT. Trx.ID 2025070707-2-852884 OL 1",07/07/2025,,"44,600.00","6,582,619.00"
07/07/2025,"PIAPP, OWN BANK TRANSFER. A/C: 132*---*---*---*---310, M/S FARUQUE TRADERS. Trx.ID 2025070707-2-853273 OL 1",07/07/2025,,"100,000.00","6,682,619.00"
07/07/2025,939-901-41774 KAZI FARMS LIMI OL 1,07/07/2025,,"80,000.00","6,762,619.00"
07/07/2025,"4160-909-0, PANGSHA BRANCH OL 1",07/07/2025,,"20,000.00","6,782,619.00"
07/07/2025,"PIAPP, OWN BANK 144. A/C: 372*---*---*---*---491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025070707-2-856510 OL 1",07/07/2025,,"14,000.00","6,796,619.00"
07/07/2025,"PIAPP, OWN BANK ROSE BOILER. A/C: 225***-**-**167, MAHBUB POULTRY FARM. Trx.ID2025070707-2-856514 OL 1",07/07/2025,,"8,100.00","6,804,719.00"
07/07/2025,"1016-909-0, UKHIYA BRANCH (RASHID) OL 1",07/07/2025,,"34,000.00","6,838,719.00"
07/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURABRANCH OL 1",07/07/2025,,"65,800.00","6,904,519.00"
07/07/2025,"1008-901-10378 RAHI POULTRY FE, TAJPURBRANCH (OL) OL 1",07/07/2025,,"27,360.00","6,931,879.00"
07/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALIBRANCH OL 1",07/07/2025,,"70,000.00","7,001,879.00"
07/07/2025,1640-901-65064 20250707-603549-1 B 2,07/07/2025,,"100,000.00","7,101,879.00"
07/07/2025,"1199-901-18770 M/S BIJ GHAR,JAGANNATHPUR BRANCH (TR FROM CD-18770) OL 1",07/07/2025,,"50,000.00","7,151,879.00"
07/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATIBRANCH (0756 901 42585) OL 1",07/07/2025,,"130,000.00","7,281,879.00"
07/07/2025,"3616-901-16257 RIFAT POULTRY F,CHOWMUHANA BRANCH OL 1",07/07/2025,,"25,000.00","7,306,879.00"
07/07/2025,"5696-909-0, BIRAMPUR BRANCH (MEHEDIHASAN) OL 1",07/07/2025,,"30,000.00","7,336,879.00"
07/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C:118***-**-**611, MD. ABUL HUSSAIN. Trx.ID2025070707-2-880896 OL 1",07/07/2025,,"69,160.00","7,406,039.00"
07/07/2025,"PIAPP, OWN BANK SHARKAR POULTRY FEED.A/C: 011***-**-**290, M/S SHARKAR POULTRYFEED AND FARM. Trx.ID 2025070707-2-891607",07/07/2025,,"20,000.00","7,426,039.00"
07/07/2025,"PIAPP, OWN BANK CHICK. A/C: 037***-**-**509, M/S AKON TRADERS. Trx.ID 2025070707-2-899585 OL 1",07/07/2025,,"15,000.00","7,441,039.00"
07/07/2025,"PIAPP, OWN BANK PURCHASE. A/C: 291***-**-**381, ARHAM POULTRY FEED & MEDICINE.Trx.ID 2025070707-2-904719 OL 1",07/07/2025,,"7,260.00","7,448,299.00"
07/07/2025,"PIAPP, OWN BANK KHUL022. A/C: 587***-**-**232, M/S S A INTERNATIONAL. Trx.ID2025070707-2-923001 OL 1",07/07/2025,,"30,000.00","7,478,299.00"
07/07/2025,CR SND 1159 T 9,07/07/2025,"7,473,000.00",,"5,299.00"
07/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372***-**-**576, MASRURA POULTRY FEED. Trx.ID2025070707-2-943188 OL 1",07/07/2025,,"36,720.00","42,019.00"
07/07/2025,"PIAPP, OWN BANK AMIR. A/C: 018***-**-**978, BISMILLAH ENTERPRISE. Trx.ID 2025070707-2-943661 OL 1",07/07/2025,,"25,000.00","67,019.00"
07/07/2025,"PIAPP, OWN BANK HIZLA. A/C: 110***-**-**015, M/S MAMUN TRADERS. Trx.ID 2025070707-2-946013 OL 1",07/07/2025,,"20,000.00","87,019.00"
07/07/2025,INTERBANK FUND TRANSFER ISLAMI BANKBANGLADESH LIMITED 205077**4853 0,07/07/2025,,"20,000.00","107,019.00"
07/07/2025,"PIAPP, OWN BANK KANCHON MIA POULTRY.A/C: 339***-**-**965, M/S KANCHON MIAPOULTRY FEED. Trx.ID 2025070707-2-998420",07/07/2025,,"18,900.00","125,919.00"
07/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C:281***-**-**207, M/S AYMONA POULTRY FEED& CHICKS. Trx.ID 2025070707-2-1085930 OL 1",07/07/2025,,"33,000.00","158,919.00"
07/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104***-**-**683, M/S. ENAM TRADERS. Trx.ID 2025070707-2-1141666 OL 1",07/07/2025,,"20,000.00","178,919.00"
08/07/2025,"PIAPP, OWN BANK BUSINESS PROPUSE. A/C:275***-**-**598, M/S ROKIB BROTHERS ANDMISRO FARM. Trx.ID 2025070808-2-203936 OL 1",08/07/2025,,"30,000.00","208,919.00"
08/07/2025,"EFT - ISLAMI BANK BANGLADE, IBANKING, COMP. - NOTAPPLICABLE TRXID.: 20250708-8-20577 EFTN 1",08/07/2025,,"35,000.00","243,919.00"
08/07/2025,"2340-901-9721 MAKKA MADINA AG, MADUNAGHAT BRANCH OL 1",08/07/2025,,"100,000.00","343,919.00"
08/07/2025,INTERBANK FUND TRANSFER BRAC BANK LIMITED 2058490730001 0,08/07/2025,,"21,000.00","364,919.00"
08/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",08/07/2025,,"6,000.00","370,919.00"
08/07/2025,"4160-909-0, PANGSHA BRANCH OL 1",08/07/2025,,"40,000.00","410,919.00"
08/07/2025,"1961-901-19407 GRAM BANGLA POU, JURI BRANCH OL 1",08/07/2025,,"28,500.00","439,419.00"
08/07/2025,"PIAPP, OWN BANK KAZI. A/C: 194-***-***238, M/S. BACCHU MIA SALES CENTRE. Trx.ID 2025070808-2-314260 OL 1",08/07/2025,,"22,500.00","461,919.00"
08/07/2025,"1536-909-0, DOLLAI NOWABPUR BRANCH (ABDUS SATTAR) OL 1",08/07/2025,,"19,800.00","481,719.00"
08/07/2025,"841-909-0, SAIDPUR BRANCH OL 1",08/07/2025,,"12,800.00","494,519.00"
08/07/2025,"520-901-25979 M/S NAZMIN POUL, CHHATAK BRANCH OL 1",08/07/2025,,"15,000.00","509,519.00"
08/07/2025,"4951-901-894 M/S ATIQUE POUL, FULBARIA BRANCH OL 1",08/07/2025,,"9,000.00","518,519.00"
08/07/2025,"2462-909-0, ZILLA PARISHAD BRANCH OL 1",08/07/2025,,"11,000.00","529,519.00"
08/07/2025,"4412-909-0, BAROIYAR HAT BRANCH OL 1",08/07/2025,,"17,000.00","546,519.00"
08/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049-***-***957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025070808-2-333545 OL 1",08/07/2025,,"24,200.00","570,719.00"
08/07/2025,"2611-909-0, BARATAKIA BAZAR BRANCH OL 1",08/07/2025,,"12,400.00","583,119.00"
08/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20507776707058911 0,08/07/2025,,"11,880.00","594,999.00"
08/07/2025,"626-901-30855 LOKNATH POULTRY, SREEMONGAL BRANCH OL 1",08/07/2025,,"20,000.00","614,999.00"
08/07/2025,"443-102-746 M/S MOHESHKHALI, MOHESHKHALI BRANCH (SND-746) OL 1",08/07/2025,,"22,400.00","637,399.00"
08/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285-***-***023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025070808-2-356901",08/07/2025,,"13,300.00","650,699.00"
08/07/2025,"2263-901-14122 SARMI POULTRY F, SARATGONJ BRANCH OL 1",08/07/2025,,"20,000.00","670,699.00"
08/07/2025,"PIAPP, OWN BANK PAY. A/C: 060-***-***034, M/S AWAL POULTRY & FISHERIES. Trx.ID 2025070808-2-362921 OL 1",08/07/2025,,"38,000.00","708,699.00"
08/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118-***-***611, MD. ABUL HUSSAIN. Trx.ID 2025070808-2-362960 OL 1",08/07/2025,,"60,040.00","768,739.00"
08/07/2025,INTERBANK FUND TRANSFER BRAC BANK LIMITED 2058490730001 0,08/07/2025,,"7,375.00","776,114.00"
08/07/2025,"PIAPP, OWN BANK FEED. A/C: 253-***-***700, BATEN POULTRY. Trx.ID 2025070808-2-371540 OL 1",08/07/2025,,"50,000.00","826,114.00"
08/07/2025,"4542-901-13250 M/S TALUKDER EN, MOHANGANJ BRANCH OL 1",08/07/2025,,"100,000.00","926,114.00"
08/07/2025,"PIAPP, OWN BANK SEND. A/C: 084*,***,***992, M/S SHAKIL TRADERS. Trx.ID 2025070808-2-377378 OL 1",08/07/2025,,"8,000.00","934,114.00"
08/07/2025,"3842-901-1770 SHAMIM STORE, GACHHBARI BRANCH OL 1",08/07/2025,,"100,000.00","1,034,114.00"
08/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 169*,***,***716, M/S ALAK TRADERS. Trx.ID 2025070808-2-386466 OL 1",08/07/2025,,"6,800.00","1,040,914.00"
08/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*,***,***720, ANISHA POULTRY PRODUCT. Trx.ID 2025070808-2-391149 OL 1",08/07/2025,,"24,700.00","1,065,614.00"
08/07/2025,"PIAPP, OWN BANK KAZI FARMS LIMITED. A/C: 234*,***,***721, MAKKA MADINA AGRO. Trx.ID 2025070808-2-394019 OL 1",08/07/2025,,"3,000.00","1,068,614.00"
08/07/2025,"PIAPP, OWN BANK MAWA. A/C: 406*,***,***884, M/S MAWA POULTRY CHICKS & FEED CENTRE. Trx.ID 2025070808-2-415055 OL 1",08/07/2025,,"51,400.00","1,120,014.00"
08/07/2025,"PIAPP, OWN BANK AL MODINA HARTA. A/C: 245*,***,***192, AL MODINA FISH AND POULTRY FARM. Trx.ID 2025070808-2-428714",08/07/2025,,"49,000.00","1,169,014.00"
08/07/2025,"PIAPP, OWN BANK BANK. A/C: 372*,***,***491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025070808-2-434018 OL 1",08/07/2025,,"28,000.00","1,197,014.00"
08/07/2025,CR SND 1159 T 11,08/07/2025,"1,192,000.00",,"5,014.00"
08/07/2025,"EFT - EXPORT IMPORT BANK O. PAYMENT, COMP. - NOTAPPLICABLE TRXID.: 20250708-8-508674 EFTN 1",08/07/2025,,"350,000.00","355,014.00"
08/07/2025,"PIAPP, OWN BANK TEN THOUSAND. A/C: 372*,***,***000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025070808-2-646454 OL 1",08/07/2025,,"10,000.00","365,014.00"
08/07/2025,"PIAPP, OWN BANK BOILAR CHICKS. A/C: 463*,***,***298, REKHA VETERINARY CORNER. Trx.ID 2025070808-2-649028 OL 1",08/07/2025,,"30,000.00","395,014.00"
08/07/2025,"PIAPP, OWN BANK PURCHASE. A/C: 291*,***,***381, ARHAM POULTRY FEED & MEDICINE. Trx.ID 2025070808-2-668374 OL 1",08/07/2025,,"13,640.00","408,654.00"
08/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*,***,***576, MASRURA POULTRY FEED. Trx.ID 2025070808-2-668495 OL 1",08/07/2025,,"36,400.00","445,054.00"
08/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 281*,***,***207, M/S AYMONA POULTRY FEED & CHICKS. Trx.ID 2025070808-2-674908 OL 1",08/07/2025,,"15,000.00","460,054.00"
